toolmode,project,model,category,accuracy,precision,recall,f1_score,count
PDF,Meshinger,gpt-5.4-nano,ALL,0.3333,0.5833,0.6154,0.3304,15
PDF,OPNhydro-r2,gpt-5.4-nano,component_datasheet,0.3333,0.5,0.1667,0.25,3
PDF,OPNhydro-r2,gpt-5.4-nano,spice_behaviour,0.6,0.3,0.5,0.375,5
PDF,OPNhydro-r2,gpt-5.4-nano,theory_layout,0.4286,0.6667,0.6,0.4167,7
PDF,OPNhydro-r2,gpt-5.4-nano,ALL,0.4667,0.6923,0.6,0.4444,15
PDF,PortalHardware,gpt-5.4-nano,component_datasheet,0.375,0.1875,0.5,0.2727,8
PDF,PortalHardware,gpt-5.4-nano,spice_behaviour,0.0,0.0,0.0,0.0,2
PDF,PortalHardware,gpt-5.4-nano,theory_layout,0.8,0.5,0.4,0.4444,5
PDF,PortalHardware,gpt-5.4-nano,ALL,0.4667,0.6364,0.6667,0.4643,15
PDF,fan_controller,gpt-5.4-nano,component_datasheet,0.1667,0.0833,0.5,0.1429,6
PDF,fan_controller,gpt-5.4-nano,spice_behaviour,0.1667,0.0833,0.5,0.1429,6
PDF,fan_controller,gpt-5.4-nano,theory_layout,1.0,1.0,1.0,1.0,3
PDF,fan_controller,gpt-5.4-nano,ALL,0.3333,0.5833,0.6154,0.3304,15
PDF,stack-chan,gpt-5.4-nano,component_datasheet,0.8,0.4,0.5,0.4444,5
PDF,stack-chan,gpt-5.4-nano,spice_behaviour,0.5,0.25,0.5,0.3333,6
PDF,stack-chan,gpt-5.4-nano,theory_layout,0.5,0.6667,0.6667,0.5,4
PDF,stack-chan,gpt-5.4-nano,ALL,0.6,0.7857,0.5714,0.4886,15
